,Review,Review_norm,review_tokens,review_tokens_SR,review_tokens_stemmed
24,selama belanja online paket ini paling lama nyampenya ternyata temen yang lain disini juga sama reviewnya semoga segera mungkin diperbaiki ya sistemnya,selama belanja online paket ini paling lama sampainya ternyata teman yang lain disini juga sama reviewnya semoga segera mungkin diperbaiki ya sistemnya,"['selama', 'belanja', 'online', 'paket', 'ini', 'paling', 'lama', 'sampainya', 'ternyata', 'teman', 'yang', 'lain', 'disini', 'juga', 'sama', 'reviewnya', 'semoga', 'segera', 'mungkin', 'diperbaiki', 'ya', 'sistemnya']","['belanja', 'online', 'paket', 'sampainya', 'teman', 'reviewnya', 'semoga', 'diperbaiki', 'ya', 'sistemnya']","['belanja', 'online', 'paket', 'sampai', 'teman', 'reviewnya', 'moga', 'baik', 'ya', 'sistem']"
25,tim avo salah kirim barang yg dikirim toner dengan harga rb karena sdg musim pandemi saya malas kirim balik barang toh ongkir juga saya yg tanggung pastinya kan saya juga akhirnya memutuskan untuk tetap beli serum ini saya pikir hal normal klo kesalahan penjual untuk selisih bayar bukan tanggung jawab pembeli dong ya saya pikir jg rb walaupun avo juga kasih voucher untuk pembelian senilai rb saya kasih kabar cs kalau saya sudah beli serum dan dipastikan jgn ada salah kirim lagi yg saya dapatkan adalah saya diminta bayar kekurangan ya ampun bukan masalah rb sih cuma pake logika aja kalian yg salah kalian yg bkn ribet kemudian apakah diperbolehkan saya tokopedia untuk trf ke rekening seller ya,tim avo salah kirim barang yang dikirim toner dengan harga ribu karena sedang musim pandemi saya malas kirim balik barang toh ongkir juga saya yang tanggung pastinya kan saya juga akhirnya memutuskan untuk tetap beli serum ini saya pikir hal normal kalo kesalahan penjual untuk selisih bayar bukan tanggung jawab pembeli dong ya saya pikir juga ribu walaupun avo juga kasih voucher untuk pembelian senilai ribu saya kasih kabar customer service kalau saya sudah beli serum dan dipastikan jangan ada salah kirim lagi yang saya dapatkan adalah saya diminta bayar kekurangan ya ampun bukan masalah ribu sih cuma pakai logika saja kalian yang salah kalian yang bukan ribet kemudian apakah diperbolehkan saya tokopedia untuk trf ke rekening seller ya,"['tim', 'avo', 'salah', 'kirim', 'barang', 'yang', 'dikirim', 'toner', 'dengan', 'harga', 'ribu', 'karena', 'sedang', 'musim', 'pandemi', 'saya', 'malas', 'kirim', 'balik', 'barang', 'toh', 'ongkir', 'juga', 'saya', 'yang', 'tanggung', 'pastinya', 'kan', 'saya', 'juga', 'akhirnya', 'memutuskan', 'untuk', 'tetap', 'beli', 'serum', 'ini', 'saya', 'pikir', 'hal', 'normal', 'kalo', 'kesalahan', 'penjual', 'untuk', 'selisih', 'bayar', 'bukan', 'tanggung', 'jawab', 'pembeli', 'dong', 'ya', 'saya', 'pikir', 'juga', 'ribu', 'walaupun', 'avo', 'juga', 'kasih', 'voucher', 'untuk', 'pembelian', 'senilai', 'ribu', 'saya', 'kasih', 'kabar', 'customer', 'service', 'kalau', 'saya', 'sudah', 'beli', 'serum', 'dan', 'dipastikan', 'jangan', 'ada', 'salah', 'kirim', 'lagi', 'yang', 'saya', 'dapatkan', 'adalah', 'saya', 'diminta', 'bayar', 'kekurangan', 'ya', 'ampun', 'bukan', 'masalah', 'ribu', 'sih', 'cuma', 'pakai', 'logika', 'saja', 'kalian', 'yang', 'salah', 'kalian', 'yang', 'bukan', 'ribet', 'kemudian', 'apakah', 'diperbolehkan', 'saya', 'tokopedia', 'untuk', 'trf', 'ke', 'rekening', 'seller', 'ya']","['tim', 'avo', 'salah', 'kirim', 'barang', 'dikirim', 'toner', 'harga', 'ribu', 'musim', 'pandemi', 'malas', 'kirim', 'barang', 'ongkir', 'tanggung', 'pastinya', 'memutuskan', 'beli', 'serum', 'pikir', 'normal', 'kalo', 'kesalahan', 'penjual', 'selisih', 'bayar', 'tanggung', 'pembeli', 'ya', 'pikir', 'ribu', 'avo', 'kasih', 'voucher', 'pembelian', 'senilai', 'ribu', 'kasih', 'kabar', 'customer', 'service', 'beli', 'serum', 'salah', 'kirim', 'dapatkan', 'bayar', 'kekurangan', 'ya', 'ampun', 'ribu', 'sih', 'pakai', 'logika', 'salah', 'ribet', 'diperbolehkan', 'tokopedia', 'trf', 'rekening', 'seller', 'ya']","['tim', 'avo', 'salah', 'kirim', 'barang', 'kirim', 'toner', 'harga', 'ribu', 'musim', 'pandemi', 'malas', 'kirim', 'barang', 'ongkir', 'tanggung', 'pasti', 'putus', 'beli', 'serum', 'pikir', 'normal', 'kalo', 'salah', 'jual', 'selisih', 'bayar', 'tanggung', 'beli', 'ya', 'pikir', 'ribu', 'avo', 'kasih', 'voucher', 'beli', 'nila', 'ribu', 'kasih', 'kabar', 'customer', 'service', 'beli', 'serum', 'salah', 'kirim', 'dapat', 'bayar', 'kurang', 'ya', 'ampun', 'ribu', 'sih', 'pakai', 'logika', 'salah', 'ribet', 'boleh', 'tokopedia', 'trf', 'rekening', 'seller', 'ya']"
26,kecewa,kecewa,['kecewa'],['kecewa'],['kecewa']
27,tokok tidak amanah pembohong gak sesuai ucapan jualan asal laku aja kecewa,tokok tidak amanah pembohong enggak sesuai ucapan jualan asal laku saja kecewa,"['tokok', 'tidak', 'amanah', 'pembohong', 'enggak', 'sesuai', 'ucapan', 'jualan', 'asal', 'laku', 'saja', 'kecewa']","['tokok', 'amanah', 'pembohong', 'sesuai', 'ucapan', 'jualan', 'laku', 'kecewa']","['tokok', 'amanah', 'bohong', 'sesuai', 'ucap', 'jual', 'laku', 'kecewa']"
28,kecewa sama pembelian di toko ini saya dikirim barang rusak tapi tidak ada tanggubg jawab dan dipersulit liat deh serum nya mengkristal ga jelas gt dan tisp beli selalu aja isi produk di dalamnya berdebu,kecewa sama pembelian di toko ini saya dikirim barang rusak tapi tidak ada tanggubg jawab dan dipersulit lihat deh serum nya mengkristal enggak jelas begitu dan tisp beli selalu saja isi produk di dalamnya berdebu,"['kecewa', 'sama', 'pembelian', 'di', 'toko', 'ini', 'saya', 'dikirim', 'barang', 'rusak', 'tapi', 'tidak', 'ada', 'tanggubg', 'jawab', 'dan', 'dipersulit', 'lihat', 'deh', 'serum', 'nya', 'mengkristal', 'enggak', 'jelas', 'begitu', 'dan', 'tisp', 'beli', 'selalu', 'saja', 'isi', 'produk', 'di', 'dalamnya', 'berdebu']","['kecewa', 'pembelian', 'toko', 'dikirim', 'barang', 'rusak', 'tanggubg', 'dipersulit', 'lihat', 'deh', 'serum', 'nya', 'mengkristal', 'tisp', 'beli', 'isi', 'produk', 'dalamnya', 'berdebu']","['kecewa', 'beli', 'toko', 'kirim', 'barang', 'rusak', 'tanggubg', 'sulit', 'lihat', 'deh', 'serum', 'nya', 'kristal', 'tisp', 'beli', 'isi', 'produk', 'dalam', 'debu']"
29,belum terlihat manfaatnya,belum terlihat manfaatnya,"['belum', 'terlihat', 'manfaatnya']",['manfaatnya'],['manfaat']
30,suncreen spf isinya kosong ngak ngerti dengan qcnya,suncreen spf isinya kosong enggak mengerti dengan qcnya,"['suncreen', 'spf', 'isinya', 'kosong', 'enggak', 'mengerti', 'dengan', 'qcnya']","['suncreen', 'spf', 'isinya', 'kosong', 'mengerti', 'qcnya']","['suncreen', 'spf', 'isi', 'kosong', 'erti', 'qcnya']"
31,dari awal menerima isi udah berkurang cukup bnyak kali prtama kecewa,dari awal menerima isi sudah berkurang cukup banyak kali prtama kecewa,"['dari', 'awal', 'menerima', 'isi', 'sudah', 'berkurang', 'cukup', 'banyak', 'kali', 'prtama', 'kecewa']","['menerima', 'isi', 'berkurang', 'kali', 'prtama', 'kecewa']","['terima', 'isi', 'kurang', 'kali', 'prtama', 'kecewa']"
32,gak ada isinya kecewa banget,enggak ada isinya kecewa banget,"['enggak', 'ada', 'isinya', 'kecewa', 'banget']","['isinya', 'kecewa', 'banget']","['isi', 'kecewa', 'banget']"
33,bruntusan,bruntusan,['bruntusan'],['bruntusan'],['bruntusan']
34,ga cocok banget sm kulitku sedih bawah mata bengkak pdahal baru pake kali spertinya alergi sm bbrp bahan di dalamnya sayang banget,enggak cocok banget sama kulitku sedih bawah mata bengkak padahal baru pakai kali sepertinya alergi sama beberapa bahan di dalamnya sayang banget,"['enggak', 'cocok', 'banget', 'sama', 'kulitku', 'sedih', 'bawah', 'mata', 'bengkak', 'padahal', 'baru', 'pakai', 'kali', 'sepertinya', 'alergi', 'sama', 'beberapa', 'bahan', 'di', 'dalamnya', 'sayang', 'banget']","['cocok', 'banget', 'kulitku', 'sedih', 'mata', 'bengkak', 'pakai', 'kali', 'alergi', 'bahan', 'dalamnya', 'sayang', 'banget']","['cocok', 'banget', 'kulit', 'sedih', 'mata', 'bengkak', 'pakai', 'kali', 'alergi', 'bahan', 'dalam', 'sayang', 'banget']"
35,aku pesen pcs toner essence  dikabari ekspedisi dusnya rembes air sedih padahal tonerku udh tiris jdinya kutolak paketnya ujungnya duit dibalikin huft bikin lama lagi di video yg dikirimin ekspedisi terlihat tonernya ini aman gak berkurang sama skali tp mau ga mau kubalikin nya,aku pesan pcs toner essence  dikabari ekspedisi dusnya rembes air sedih padahal tonerku sudah tiris jdinya kutolak paketnya ujungnya duit dibalikin huft bikin lama lagi di video yang dikirimin ekspedisi terlihat tonernya ini aman enggak berkurang sama sekali tapi mau enggak mau kubalikin nya,"['aku', 'pesan', 'pcs', 'toner', 'essence', 'dikabari', 'ekspedisi', 'dusnya', 'rembes', 'air', 'sedih', 'padahal', 'tonerku', 'sudah', 'tiris', 'jdinya', 'kutolak', 'paketnya', 'ujungnya', 'duit', 'dibalikin', 'huft', 'bikin', 'lama', 'lagi', 'di', 'video', 'yang', 'dikirimin', 'ekspedisi', 'terlihat', 'tonernya', 'ini', 'aman', 'enggak', 'berkurang', 'sama', 'sekali', 'tapi', 'mau', 'enggak', 'mau', 'kubalikin', 'nya']","['pesan', 'pcs', 'toner', 'essence', 'dikabari', 'ekspedisi', 'dusnya', 'rembes', 'air', 'sedih', 'tonerku', 'tiris', 'jdinya', 'kutolak', 'paketnya', 'ujungnya', 'duit', 'dibalikin', 'huft', 'bikin', 'video', 'dikirimin', 'ekspedisi', 'tonernya', 'aman', 'berkurang', 'kubalikin', 'nya']","['pesan', 'pcs', 'toner', 'essence', 'kabar', 'ekspedisi', 'dus', 'rembes', 'air', 'sedih', 'tonerku', 'tiris', 'jdinya', 'tolak', 'paket', 'ujung', 'duit', 'dibalikin', 'huft', 'bikin', 'video', 'dikirimin', 'ekspedisi', 'tonernya', 'aman', 'kurang', 'kubalikin', 'nya']"
36,bocor paket basah sedih,bocor paket basah sedih,"['bocor', 'paket', 'basah', 'sedih']","['bocor', 'paket', 'basah', 'sedih']","['bocor', 'paket', 'basah', 'sedih']"
37,ga kebayang kalo sunscreen ml itu stlh dipencet isinya hampir ga ada maaf ya tapi mending ganti sku yg lbh banyak ml nya,enggak terbayang kalo sunscreen ml itu setelah dipencet isinya hampir enggak ada maaf ya tapi mending ganti sku yang lebih banyak ml nya,"['enggak', 'terbayang', 'kalo', 'sunscreen', 'ml', 'itu', 'setelah', 'dipencet', 'isinya', 'hampir', 'enggak', 'ada', 'maaf', 'ya', 'tapi', 'mending', 'ganti', 'sku', 'yang', 'lebih', 'banyak', 'ml', 'nya']","['terbayang', 'kalo', 'sunscreen', 'ml', 'dipencet', 'isinya', 'maaf', 'ya', 'mending', 'ganti', 'sku', 'ml', 'nya']","['bayang', 'kalo', 'sunscreen', 'ml', 'pencet', 'isi', 'maaf', 'ya', 'mending', 'ganti', 'sku', 'ml', 'nya']"
