,Review
78,"mumpung bulan puasa jd sebelum order pikir2 dlu.. jangan termakan iklan / review dr youtube  / rekomendasi dr youtube... sblm order sudah baca deskripsi... sudah memutuskan untuk membeli taunya produknya very not recomended ... kulit semakin kusam.. pkoknya kulit muka kayak terik gtu tp muka kusam(mngkn krna jd kering gtu) komedo yg awalnya ga keliatan jd keliatan (mngkn krna kering) pdhl saya menggunakan serum merk sebelah aman aman saja... sudah chat penjual tp tidak memberikan solusi sm skali.. dan slalu mencari alasan untuk pembenaran (contohnya wajib ini itu sblm pakai ini, pdhl sudah jelas dideskripsi produk tidak ada penjelasannya) rugi didunia ga masalah (ngamburin uang beli produk ini) drpd rugi akhirat menjual produk haruslah lengkap harus jelas... jgn setelah order bru dikasi tw harus pakai ini dulu itu dulu... alhamdulillah dalam islam saya diajarkan slalu memberikan penjelasan atas apa yg saya jual. :)"
79,terimakasih avoskin aku dapet serum yang ada banyak gumpalan didalamnya. terimakasih juga buat responnya yang lama. terimakasih avoskin untuk tidak tanggung jawab atas produk yang dijualnya. makin seneng kalau beli barang barang cacat di toko officalnya langsung. semoga aku cocok yah sama serum yang gak tau aman apa nggak ini. terimakasih - penerima barang cacat
80,"gak videoin unboxing tapi salah kirim, pesan divine ampoule yang datang malah yang ampoule sheetmask, bingung mau komplain bagaimana? bisa dicheck stok kalian tidak kalau memang salah kirim"
81,no review found
82,isinya tumpah semua...
83,no review found
84,"barang seharusnya isi 2, yg ampoule tidak ada. udh isi komplain dan berbagai form komplin yg disediakan pihak avo. deal katanya akan dikirim manual (kekurangannya saja). mohon2 utk dibatalkan komplainnya. eh tiba2 minta dikirim balik, akan dipickup barang yg ada di saya. udh di repacking, dan udh di pickup oleh pihak avoskin. sampe skrg status pengiriman balik dari avoskin gak jelas. diminta no resi, di cek not found, dichat lg, eh dikirim resi yg berbeda (aneh bukan). slowrespon banget"
85,no review found
86,no review found
87,"beli bulan juni untuk stok karena emang langganan sama avoskin dan emang bagus,tapi beli yang ke 2 exp nya cuma sampai bulan 11/22.jadi ga kepakai sama sekali.tolong pihak toko perhatian lagi barang yang dijual,sudah banyak complain mengenai exp barang"
88,harga mahal padahal toko official tp menjual barang exp date 12-22. dan sebelum dikirim sudah minta exp date yang masih panjang tapi ternyata tidak dipenuhi.
89,nyelotipnya langsung ke produk. jadi lengket+coklat2 kena produknya
90,"packing pake kardus cuma nyebelinnya pake diselotip kertas dan langsung nempel ke sheetmask nya. ngerusak estetika produknya. lain kali plis lah masukin kardus aja gausah diselotip, gak guna juga selotipnya malah yg ada bikin jelek produk dan lengket"
91,isinya sedikit banget malah kayak yg sudah kering isinya
92,"packingnya super aman dan bahkan ketika sampai di tangan saya termasuk masih mulus. bubble wrap juga tebal, bahkan kotak skincarenya termasuk baik-baik saja walaupun terlihat seperti produk lama yang tidak laku. bahkan masa kadaluarsanya sangat singkat 03/2023. namun bukan masalah, insyaallah bisa habis sebelum masa kadaluarsanya ð

yang menjadi masalahnya sekarang adalah, tutup skincarenya yang damage parah! yang jelas bukan kesalahan kurir, tapi memang dari pihak avoskin-nya! kalau menurut sop seharusnya ini jadi barang reject! dan jika mau tetap dipasarkan saya tidak perlu membayar seharga yang mahal, seharga botol mulus! kecewa banget sih!

repurchase?
masih belum tau kedepannya, takut dapat barang dengan masalah yang sama. dan lebih takut lagi kalau sampai dapat botol yang pecah! tolong pihak avoskin lebih amanah ke pembeli!"
93,"official store avoskin sangat mengecewakan. beli produk ini di bulan juni 2022, dikirim produk dengan exp. date 12/22. padahal pao produk 12 bulan. ngga heran di etalase toko banyak jual2in produk murah yg mepet exp. date, tapi produk yg saya beli ini produk harga normal yg didiskon, bukan produk yg dikasih keterangan mepet exp.date. saran: mending beli produk avoskin di official store lain yg jual produk2 mereka, beneran deh lebih mahal sedikit gapapa daripada dikasih produk mepet exp.date. ini official store brandnya langsung loh. parah banget pelayanannya. baru kali ini ada official skincare yg mau mengorbankan kepercayaan customer cuma buat menghabiskan stock produk lama."
94,"sayang sekali di deskripsi tertulis akan dikirim produk dengan tgl exp 12-22
tapi yang dikirim tgl exp 11-22
sebaiknya lebih dicek lg untuk produk yg dikirim jgn asal walau hanya selisih sebulan 
untuk proses pengembalian jg tidak efektif, di diskusi dan penulisan alat dikasih yang berbeda customer sudah malas duluan untuk proses klaim pengembalian dan refund nya ð"
95,"dapat produk expired date sangat dekat dgn tgl kadaluarsanya, tanpa pemberitahuan dahulu (saya sertakan bukti foto bahwa produk saat saya beli, tidak ada himbauan bahwa produk expired dalam waktu dekat).

pengiriman juga lama sekali, lalu respon admin juga lama."
96,"dikasih yg exp 2022. padahal official store dan barang nya terjual sudah banyak, masa masih ada yg produk tahun kemarin yg masih ada, dan pembeli yg 1/2bln lalu dapat yg exp 2023, apakah karena barang diskonan jadi dikasih batch tahun lalu. hmm."
97,"panass buanget, sudah chat admin bilang gpp, setiap pake nyelekit"
98,tidak cocok di kulit aku yang sensitif. menyebabkan iritasi kemerahaan di daerah dagu.
99,isinya kosong
100,"1. cuma bisa digunakan 6 bulan kedepan, karna exp date nya sangat mepet. heran, kenapa yaa toko nya cuma jual retinol yg udh dekat dgn exp date. saya lihat gak ada pilihan lain, cuma ini satu2 nya retinol ampoule
2. pengiriman sangaaaaaaaaaat lama, barang dikirim dari makasar
3. packing gak aman karna dikirim dengan kardus yg gampang penyok

inti nya sangat mengecewakan, masa pakai cuma 6 bulan sebelum exp date, karna retinol tidak dipakai setiap hari, jadi kemungkinan habis nya mungkin akan sangat lama.

saya lihat banyak keluhan exp date ini. buat yg mau beli, hati2 deh, buat apa beli murah klo masa pakai nya cuma sebentar."
101,no review found
102,no review found
103,no review found
104,no review found
105,no review found
106,no review found
107,no review found
108,pengiriman lama ***** disaat seller skincare laen berlomba-lomba untuk mempercepat pengiriman san avoskin malah dengan percaya dirinya berlarut-larut ngirim ini produk. mana produknya b aja cih
109,pengiriman lama ***** disaat seller skincare laen berlomba-lomba untuk mempercepat pengiriman san avoskin malah dengan percaya dirinya berlarut-larut ngirim ini produk. mana produknya b aja cih
110,"sangat kecewa. beli 1 paket toner+serum. yg dtg cuma tonernya aja. serumnya ngga ada. karena udah percaya duluan, jadi ga ada video unboxing. ******* abis2in uang. jadi musti beli serumnya lg ðð»ðð»ðð»ðð»ðð»"
111,"isinya habis bis, basah kuyup.. kapok beli disini lagi, udh komplain bilangnya packing sudah aman.. pdhal dari saya buka paket, tutup botol kebuka dan isi habis.. gak mau disalahin.. kecewa pokoknya.."
112,no review found
113,"pesanan datang tidak sesuai. pesan perfect divine combo, yg datang miraculous dark spot. dilihat dari harga sudah jelas selisihnya 1 serum ysb. konfirmasi via chat disuruh menunggu terus. akhirnya tidak bisa diretur karena shipping label blur, padahal waktu sampai di tempat saya ya sudah blur seperti itu. sayangnya tidak sempat buat video unboxing karena ini sudah pesanan ke-8 dan setiap saya pesan sebelumnya tidak pernah ada kesalahan padahal setiap pesan selalu dalam jumlah yg tidak sedikit. tolong lebih hati-hati lg dan jika syarat retur adalah shipping label yg jelas, tingkatkan kualitas shipping label kalian agar bisa saat sampai ke pelanggan tidak blur dan dibuat database agar bisa mengecek pesanan yg sudah dikirimkan ke pelanggan apa saja. sudah saatnya ganti ke produk yg after sales servicenya lebih baik ð semoga ulasan saya tidak dihapus."
114,"pas datang cream nya warna nya bukan putih tp coklat,setelah beberapa x jelaskan,kasih histori sampai disuruh isi data, baru di kirim kurir untuk pick up,skrg lg menunggu gmn apakah ada pergantian,krn blm dikabarin sama sekali..entah krn cream nya clearance apa gmn..kecewa aja krn memang butuh banget!!"
115,no review found
116,"kemasan tidak aman, tp barangnya kaca semua, pecah dimana2"
117,baru kali ini beli barang expirednya deket banget. kecewa banget
118,barang sudah mau exp
119,"pengiriman lama, exp nya ga sampai 4bln, sedangkan skincare pakai nya kan lama .. padahal official store"
120,"barang nya udh lama saya buka. 
tapi blm dikeluarin dri kotaknya. 
dan baru kali ini beli tapi kualitasnya kyk muntahan org, bau, dan lengket kental bgtt... 
padahl yg sebelum nya gk gini... 
kalau kalian bilang boong atau menjatuhkan, saya gk akan berhenti pake skincare ini. cuman baru kali ini dapat yang zong banget

dari warna juga udh beda
tulisan expired beda dri botol2 lain.. bener2 kyk di oplos. 

boleh ya dilihat video nya.. 
botol pertama itu yg saya beli, botol kedua itu yg udh lama saya beli juga.. 
so, gimana ini? 
kocakkk"
121,barang kurang kirim 2pcs . dah biasa beli dj sini gak pernah kurang kirim. cmn x ini aja. sialnya aku buka setelah transaksi selesai dan gak di videoin. gak tau hrs komplain ke mana. merasa sangat di rugikan.
122,no review found
123,"beli 2 di kirim cm 1. udah kirim lamaaaa, kondisi barang saya terima jg seperti sudah terbuka dari segel nya."
124,"beli apa yang di kirim
apa"
125,beli toner yang di kirim serum
126,beli apa yang di kirim apa
127,"1. barang lama di proses
2. beli 2 pcs bayar 2 pcs yang datang hanya 1pcs
3. itu pun juga ada keterlambatan pengiriman

terimakasih pengalaman berbelanjanya"
128,no review found
129,no review found
130,barang tidak di terima/tidak sampai.
131,no review found
132,no review found
133,"req cancel karena salah beli varian, tpi gk di acc. diinfo barang sudah confirm kirim, padahal biasanya pesanan baru diproses dihari kedua. setelah dikirim ku lacak taunya kirim dari makassar padahal posisi saya di jkt. jadi lama pula nyampainya sampai semingguan"
134,"expire date bulan 11 tahun 2022, 4 bulan lagi. gila sih padahal di bungkus tulisan tahun 2026, ternyata tahun 2022. lain kali diinfo dong jgn ngerugiin customer"
135,"seller yg maksa banget buat beli barangnya, padahal sudah cancel sebelum diproses, tapi ditolak dan tetep ngotot barangnya dikirim. barang yang 5 bulan udh expired tetep dijual dan paksa beli. hati2 buat yang mau belanja disini. cek review dulu sebelum cekout!!
seandainya ada bintang minus 5,"
136,"di deskripsi tulisannya exp 12/22 ternyata yg aku dapet malah lebih cepet exp nyað¥º padahal ini aja udah mau bulan 7. pas di liat serumnya warna lebih keruh dari yang biasa. btw sebelumny aku beli di official store jg cuma di e-commerce sebelah, jd pembandingnya ada. pas di chat adminnya bilang msh aman. tp agak ketar ketir jg. lain kali beli yg exp nya msh lama aja. beli yg biasa. semangat girls! ð«¶"
137,"ka ko teksturny tdk sma dg yg sya liat diyoutube yah , ini encer dan bening  pdhl hrsunya kental dn agak putih susu wrnany   apa krn tgl exp datenya 01/23 , kecewa bnget sih pdhl official store tokped"
138,"kaget pas liat exp datenya taun 2022??? dgn harga normal 200an rb tapi dikasinya produk yg exp 2022. biasanya beli dapet exp yg lumayan jauhð¥² trus pipetnya gabisa dipakeee, gajelas bgt dahlahð¥²ð­"
139,barangnya tetep blm sampai ð« ð¢
140,diluar ekspetasi dalam pengirimannya. mohon untuk direview kembali. untuk produk diterima baik dan bagus
141,"barang yg di terima beda seperti yg biasa dipake ( yg ini tekstur nya cair dan butek)  biasa pake bening dan tekstur nya kental dan digunakan ke wajah, wajah malah jadi kusam"
142,barang yang dikirim tidak sesuai saya beli niacinamide yg dikirim salicylic acid
143,toner yang ditunggu2 tapi pas nyampe kemasan tumpah dan tonernya abis. ya allah pen nangis ð­
144,abis pake 1 minggu malah breakout mau klam asuransi alergi nya malah g bisa
145,"yang dikirimkan bukan toner 100ml, tp yg 20ml, baru sempat unboxing."
146,"inv/20230224/mpl/3069651881 kurang 1 untuk gct 1% tranexamic nya. mohon dicek kembali jumlah produk tersebut yang tersisa di gudang penjual. ada kelebihan satu, kan? nah, itu punya saya. semoga bisa dilakukan pengiriman kembali ya"
147,"inv/20230224/mpl/3069651881 kurang 1 untuk gct 1% tranexamic nya. mohon dicek kembali jumlah produk tersebut yang tersisa di gudang penjual. ada kelebihan satu, kan? nah, itu punya saya. semoga bisa dilakukan pengiriman kembali ya"
148,ga cocok
149,astaga ini expired date nya udah deket banget. baru ini kecewa banget sama avo
150,"sudah meminta pembatalan pesanan karena mau ganti produk dan tinggal menunggu persutujuan penjual, tetapi tetap di proses. seperti sengaja dan memaksa."
151,dus produk rusak seperti sudah di buka
152,"maaf ya saya kasih bintang 1 soalnya essence nya susah bgt keluar meskipun ini udah diretur.. proses retur juga lama bgt.. total 1,5 minggu saya baru terima barang barunya.. udah gt msh juga susah keluar essence nya.. gatau ya mungkin yg size gede ga susah ky gini.. not reccomend.. kecewa sih soalnya beli harga normal ud gt keracun org2 yg katanya bagus bgt tp aku sendiri susah buat coba produknya.. pdhl series avoskin lain yg aku punya ga ky gini"
153,"beli yg kombucha datangnya yg niacimide kuning bening. kecewa, minta pertanggungjwban tp solusinya ditukar dan hrs kirim balik barangnya, trs waktuku yg terbuang gag diganti. rada males, trs yaudahlah dipake aja drpd nunggu lagi ð¥´"
154,"sebotol tumpah semua kok ga d ganti

"
155,bru bukak sudah exsaited mw pkek eh dipencet2 gk ada isinya ..cmn setetes... dblg hrus di berdiriin dlu krn uk kecil.logika aja ini biar uk kecil msa sekali pakai kan gk mngkn ya...sngat kecewa
156,tulisannya 50ml tp kyk ga ada isi. cuma secuil yg keluar. udh di pencet2 isinya cuma angin. pertama kali beli produk yg ga ada isi kyk gini. sangat kecewa
157,pengiriman nya lama sekali
158,"untuk ukuran 5ml kecewa banget karena isinya sumpah dikit banget, cuman 5% dari wadahnya"
159,yang dipesan retinol toner tapi yang dikirim refining toner ð
160,"review ini akan diubah jd bintang 1 kalau dibales dengan tidak men-sensor nama.

okeh diubah."
161,gak dapat tasnya :(
162,udah excited banget pas produknya dateng. pas dipencet nggak keluar2... sampe harus ke bawah banget... ternyata isinya begitu... memang sih cuma 5ml... tapi kan harusnya disesuaikan juga sama ukuran tube nya... jangan kayaknya gini... sempet ngira dikasih sisaan loh gara2 begini... :(((
163,"kalau misalkan ada pilihan 0 bintang, bakalan saya pilih. gak worth it."
164,salah kirim serum
165,"segel kardusnya udah kebuka
"
166,pipetnya retak :/
167,barang bocor sampai botol kosong
168,salah kirim barang yang dikirim produk lain. saya chat online toko tdk ada respon/balasan.
169,"baru kali ini beli dan dikirim dari toko cabang, ternyata pas dibuka produknya sudah rusak. biasanya beli dan dikirim dari yg jogja langsung selalu aman. dari awal agak curiga karena kotak kemasannya agak kotor, seperti kurang dijaga ketika penyimpanan. tapi tetap percaya karena sebelumnya selalu baik-baik aja. pelayanan ketika komplain juga kurang memuaskan"
170,"masker tipis, packaging ga sesuai sama harga"
171,barang sampai dengan selamatt ð
172,"ini pertama kali saya membeli serum avoskin. jujur untuk produk serumnya sejauh ini tidak ada komplain. namun saat saya terima pipet/pumpnya tidak berfungsi. serum tidak tersedot dan tidak bisa keluar. begitu dicoba pakai pipet/pump serum merk lain dengan effortless lgsg tersedot dan keluar hanya dengan sekali pencet. lalu saya minta tolong replace pump ke tim cs. awalnya dioper untuk kirim video ke whatsapp, lalu sudah saya lakukan. sampai hampir 2 minggu kemudian saya tunggu dengan sabar tapi belum ada kabar, jadi saya followup. lalu tim cs di whatsapp mengoper saya lagi ke tokped. saya followup lagi di tokped, lalu dibilang karena serumnya kental dan saya tidak paham cara pakai serum. bener-bener nggak habis pikir karena udah usaha bikin video sejelas mungkin kalau pipetnya nggak berfungsi dan langsung berfungsi dengan pipet lain, jadi udah jelas bukan salah serumnya. saya jelasin lagi dengan detail, tapi terus diputer-puter. segitu beratnya untuk replace pump aja. sayang sekali produk yang bagus harus mengecewakan customer karena sdm nya. untuk yang baru mau coba serum avoskin, semoga pumpnya nggak rusak kayak punya saya yaa. kalau rusak, pake pipet serum lain aja daripada buang2 waktu untuk komplain.  terima kasih avoskin, sukses selalu. "
173,warna sudah kuning.. apa bisa diganti???
174,ternyata isinya cuma 10gram. tulisnya kemasan 200gr. kecewa
175,lama bgt pesen kamis dikirim senin
176,pesannya yg no.0 tapi dikirim no.1
177,"ah males drama bgt avoskin, mending cancel dr toko ka drpd dikirim yg ga sesuai. pesen acne spot yg dikirim malah masker."
178,"beli 2 pcs dikirim 1 pcs.   ga ridho sampai kapan pun buat yg packing , amanah konsumen itu di jaga .  kerja yg teliti"
179,"pesan 3 dikirim 1 ,hati2 ini official store kerjaan ga becus.  ga tau diganti atau kaga"
180,"pesan 3 dikirim 1 , hati2 dengan toko ini kerjaan tidak becus. nga tau diganti atau tidak"
181,"war flashsale tapi paket hilang, kecewa sih mana war nya susah, bukan di ganti produk cm di refund aja :("
182,barang belum diterima
183,"biasanya kiriman komplit, tapi pas pesenan ini ko beli 2 datengnya cuman 1"
184,barang yg dikirim tidak sesuai
185,sedih beli acne solution dikirimnya masker ð«ð«ð«ð«ð«ð«kecewa sih sekelas avoskin toko besar tpi drama
186,barang tidak sesuai
187,parah si kesalahan seller dikasi nya sheet mask
188,sampah
189,"kalau memang salah dari seller, di cancel saja dari sana, jangan dikirim dengan barang berbeda, kan ga semua orang butuh apa yg dikirimkan, makanya pas upload diskon benerin liatnya"
190,barang yg dikirim tidak sesuai
191,sedih beli acne solution dikirimnya masker ð«ð«ð«ð«ð«ð«kecewa sih sekelas avoskin toko besar tpi drama
192,barang tidak sesuai
193,parah si kesalahan seller dikasi nya sheet mask
194,sampah
195,"kalau memang salah dari seller, di cancel saja dari sana, jangan dikirim dengan barang berbeda, kan ga semua orang butuh apa yg dikirimkan, makanya pas upload diskon benerin liatnya"
196,expired bulan depanð­
197,no review found
198,ga cocokkkk
