Review,Product,Rating,Username,Date
"tipe kulitku berminyak masalah kulitku pori besar ,original 100%  terimakasih.",[GEL] Azarine Hydrashoothe Sunscreen Gel SPF45++++ 50ml,bintang 5,Acep,1/29/2024
"bahannya ringan, cocok digunakan",[Azarine x Red Velvet] Velvety Lippie Cream Lip Velvet Matte 3.2 ml ,bintang 5,tegarz,1/29/2024
"tipe kulitku berminyak, baru mau nyoba makai ini tapi sebelumnya nyoba punya temen cocokkk",[GEL] Azarine Hydrashoothe Sunscreen Gel SPF45++++ 50ml,bintang 5,tegarz,1/29/2024
tipe kulitku berminyak,Azarine Active Bright - Brightening Night Moisturiser 20gr,bintang 5,ananda,1/29/2024
"barang datang sesuai, packing nya aman serta pengiriman cepat",Azarine Barrier Moisturizer Series Pelembab Wajah Cream Gel Moist 30g,bintang 5,F***y,1/29/2024
tipe kulitku berminyak,Azarine Sunscreen Gel SPF45 PA++++ & Vitamin C 10% / Niacinamide 10%,bintang 5,Oktariani,1/29/2024
"Berasa cerah jika sudah pakai, cuman di aku jadi bkin kering jadi mesti pake pelembab muka lg",Azarine Brightening Facial Cleanser 60 Ml,bintang 4,D***a,1/29/2024
"udah beberapa tahun pake emang cocok, karena ga white cast gitu, nyaman, ringan juga, thanks seller tipe kulitku kombinasi",[GEL] Azarine Hydrashoothe Sunscreen Gel SPF45++++ 50ml,bintang 5,B***i,1/29/2024
warnanya cantik bangettt,[Azarine x Red Velvet] Tinted Lippie Cake Lip Tint 2.9ml,bintang 5,M***a,1/29/2024
tipe kulitku kombinasi,Azarine Sunscreen Gel SPF45 PA++++ & Vitamin C 10% / Niacinamide 10%,bintang 5,U***i,1/29/2024
cocok di tipe kulitku kombinasi,[GEL] Azarine Hydrashoothe Sunscreen Gel SPF45++++ 50ml,bintang 5,F***a,1/29/2024
cocok sama yg satu ini,Azarine AHA-BHA-PHA Peeling Serum 20ml,bintang 5,T***a,1/29/2024
mantap barang sesuai,[GEL] Azarine Hydrashoothe Sunscreen Gel SPF45++++ 50ml,bintang 5,n***l,1/29/2024
produk oke,Azarine Body Lotion Bright Power 100ml Lotion Mencerahkan Kulit,bintang 5,j***s,1/29/2024
produk oke,[GEL] Azarine Hydrashoothe Sunscreen Gel SPF45++++ 50ml,bintang 5,j***s,1/29/2024
tipe kulitku kering,[Twin Pack] Azarine Hydramax-C Sunscreen Serum SPF50 PA++++ 40ml,bintang 5,Aura,1/28/2024
pengepakan bagus. sampai dg selamat. respon cepat,Azarine Hydramax-C Sunscreen Serum SPF 50 PA++++ 40 ml,bintang 5,Dede,1/28/2024
tipe kulitku sensitif masalah kulitku jerawat masalah kulitku pori besar,Azarine 2 Pcs Paket Barrier Moisturizer Series with Serum 30g,bintang 5,a***a,1/28/2024
terimakasih 👍🏻👍🏻,Azarine Ceraspray Sunscreen Spray SPF 50 PA+++ cooling sensation 50ml,bintang 5,j***k,1/28/2024
tipe kulitku berminyak masalah kulitku jerawat masalah kulitku pori besar,[TWINPACK] Azarine Calm My Acne Sunscreen Moisturiser SPF35 PA+++ 40ml,bintang 5,Syifa,1/28/2024
Puas Banget Langganan Disini,[GEL] Azarine Hydrashoothe Sunscreen Gel SPF45++++ 50ml,bintang 5,N***a,1/28/2024
"selalu puas belanja disini, recommended seller banget",[Azarine x Red Velvet] Sparkly Blush Kit Highlighter + Blush On [2PCS],bintang 5,Istie,1/28/2024
"selalu puas belanja disini, recommended seller banget",Azarine Ultralight Hydraglow Day Cream SPF 30 PA+++ C White 25gr,bintang 5,Istie,1/28/2024
"selalu puas belanja disini, recommended seller banget",[CLEARANCE SALE] Azarine Twin Pack Sunscreen Mist Micellar Serum 2pcs,bintang 5,Istie,1/28/2024
tipe kulitku normal,[GEL] Azarine Hydrashoothe Sunscreen Gel SPF45++++ 50ml,bintang 5,ani,1/28/2024
"Ringan dibibir, pas sudah kering ngeset d bibir.",[Azarine x Red Velvet] Tinted Lippie Cake Lip Tint 2.9ml,bintang 5,N***l,1/28/2024
tipe kulitku berminyak tipe kulitku kering tipe kulitku kombinasi tipe kulitku normal tipe kulitku sensitif masalah kulitku jerawat masalah kulitku kerutan masalah kulitku pori besar,Azarine Acne Gentle Cleansing Foam,bintang 5,c***a,1/28/2024
"ceept bangett nyampenya, belinya pake voucher beli lokal 30% dapet cashback gopay lagii
Sudah favorit banget sunscreen azarine ini",[GEL] Azarine Hydrashoothe Sunscreen Gel SPF45++++ 50ml,bintang 5,A***a,1/28/2024
"Barang sesuai deskripsi, pengiriman cepat",[GEL] Azarine Hydrashoothe Sunscreen Gel SPF45++++ 50ml,bintang 5,Put,1/28/2024
"good good, udh koleksi semua varian nyaa, suka semuaaa😵🔥💙💙",Azarine Body Guard Moisturizer Sunscreen Serum 100ml,bintang 5,A***h,1/28/2024
"lembab banget, warnany juga bagus cocok untuk diombre atau dipake satuan. yang cream puff kalau dipake satuan lama2 bakal tinted agak pinkish dan jadi kaya warna bibir natural 🥰🥰 baguss bgt. tapi sebelum pake makser harus dibiarin bener² ngeset dulu biar gak terlalu banyak transfer kemana². 
overall, sangat puas sama produknya 🤩",[Azarine x Red Velvet] Perfect Ombre Lips Kit,bintang 5,Siti,1/28/2024
"Terima kasih banyak, overall great & sesuai ekspektasi. Keep up the good work",Azarine Ceraspray Sunscreen Spray SPF 50 PA+++ cooling sensation 50ml,bintang 5,F***y,1/28/2024
"Terima kasih banyak, overall great & sesuai ekspektasi. Keep up the good work",Azarine Body Guard Moisturizer Sunscreen Serum 100ml,bintang 5,F***y,1/28/2024
cocok sama serumnya & skrg mau nyobain bundle ini biar bisa cobain ssnya jggg. murah bgt ini jadinya,Azarine Sunscreen Gel SPF45 PA++++ & Vitamin C 10% / Niacinamide 10%,bintang 5,A***l,1/28/2024
tipe kulitku kombinasi masalah kulitku kerutan,Azarine Moisturizer Advanced Youth & Serum Retinol Complex [2 PCS],bintang 5,Shena,1/28/2024
tipe kulitku kombinasi masalah kulitku kerutan,Azarine Sunscreen Gel SPF45 PA++++ & Vitamin C 10% / Niacinamide 10%,bintang 5,S***a,1/28/2024
"Entah udah berapa kali repurchase azarine hydramax c ini! Sesuka ituuu! Terima kasih azarine udah nyiptain produk iniii, butuh ukuran 1liter😍",[Twin Pack] Azarine Hydramax-C Sunscreen Serum SPF50 PA++++ 40ml,bintang 5,Arditya,1/28/2024
bagus banget,Azarine Body Guard Moisturizer Sunscreen Serum 100ml,bintang 5,A***e,1/28/2024
good product...,Azarine Active Bright Series Treatment,bintang 5,Kania,1/28/2024
tipe kulitku berminyak tipe kulitku kombinasi tipe kulitku sensitif,[GEL] Azarine Hydrashoothe Sunscreen Gel SPF45++++ 50ml,bintang 5,N***a,1/28/2024
"tipe kulitku sensitif, tipe kulitku kering..
belum terlalu kelihatan efeknya sudah habis 1 botol..",Azarine Revitalizing Anti Aging Serum 20ml,bintang 4,Lindya,1/28/2024
"buat yang bingun pilih mana, kulit sawo matang, cenderung kulit warm-olive tone, cobain combo 08 + 04 rusberry muffin. mantul bgt muka jadi cerah buat ombre. 07+04 jg oke banget. 
tapi 08 ga cocok dipake sendiri. 07 masih bisa nego pake sendiri",[Azarine x Red Velvet] Tinted Lippie Cake Lip Tint 2.9ml,bintang 5,P***a,1/28/2024
"Shade 05 ini warna nya bagus,cocok buat anak muda,ga gampang ilang,wangi,packaging nya lucu, harga affordable",[Azarine x Red Velvet] Tinted Lippie Cake Lip Tint 2.9ml,bintang 5,z***a,1/28/2024
tipe kulitku normal,Azarine Ultralight Hydraglow Day Cream SPF 30 PA+++ C White 25gr,bintang 5,Anik,1/28/2024
tipe kulitku kering masalah kulitku pori besar,Azarine Barrier Moisturizer Series Pelembab Wajah Cream Gel Moist 30g,bintang 5,Y***a,1/28/2024
tipe kulitku berminyak masalah kulitku jerawat masalah kulitku pori besar,Azarine Acne Gentle Cleansing Foam,bintang 5,m***h,1/28/2024
tipe kulitku berminyak tipe kulitku normal tipe kulitku sensitif,[Twin Pack] Azarine Ceraspray Sunscreen Spray SPF 50 PA+++ 50ml,bintang 5,E***a,1/28/2024
"bagus banget dan terjangkau toplahyyyu

*** AMIN untuk 2024",[GEL] Azarine Hydrashoothe Sunscreen Gel SPF45++++ 50ml,bintang 5,Suko,1/28/2024
tipe kulitku kombinasi,[TWINPACK] Azarine Cicamide Barrier Sunscreen Moisturiser SPF35 PA+++,bintang 5,a***n,1/28/2024
tipe kulitku berminyak,Azarine Moisturizer Advanced Youth & Serum Retinol Complex [2 PCS],bintang 5,S***a,1/28/2024
serum di bungkus bubble wrap rapi. kemarin dah coba serum ini cocok di kulit aku yang berminyak,Azarine Pore Tightening & Oil Control Moist Serum 20 ml,bintang 5,Annisa,1/28/2024
"belum di coba, tapi packing aman",Azarine Acne Gentle Cleansing Foam,bintang 5,Annisa,1/28/2024
masalah kulitku jerawat,[GEL] Azarine Hydrashoothe Sunscreen Gel SPF45++++ 50ml,bintang 5,W***x,1/28/2024
tipe kulitku kering tipe kulitku berminyak masalah kulitku jerawat tipe kulitku normal tipe kulitku kombinasi masalah kulitku kerutan tipe kulitku sensitif masalah kulitku pori besar,[GEL] Azarine Hydrashoothe Sunscreen Gel SPF45++++ 50ml,bintang 5,Marsel,1/28/2024
Udah beli fw azarine hampir setengah tahunan cocok dimuka ku yg oily . Pengiriman standard dan dapet murah bgt cuma 11ribu woilaah mantep bgt tokped.. sering-sering kasi promo gede2an danbocher juga hahah,Azarine Acne Gentle Cleansing Foam,bintang 5,L***a,1/28/2024
baru nyoba dan warna sesuai ekspektasi,[Azarine x Red Velvet] Get Sunkissed Bronzer Powder Contour 5.2 gr,bintang 5,E***a,1/28/2024
favorite,[Azarine x Red Velvet] Oh! SO FINE LINER 1.5ml,bintang 5,E***a,1/28/2024
"Terima kasih, barang sampe dengan selamat dan tepat waktu bgt. Sering sering diskonannya karena aku cocok bgt pake ini. Jadi bakalan beli terus.",[GEL] Azarine Hydrashoothe Sunscreen Gel SPF45++++ 50ml,bintang 5,Enggal,1/27/2024
mantabbb,[Twin Pack] Azarine Barrier Moisturizer Series Pelembab Wajah [2x30g],bintang 5,a***a,1/27/2024
"bagus sih produknya cocok cuma sedikit kecewa packagingnya kurang aman + gak ada bublewrapnya, padahal perjalanan jauh dari sidoarjo sampe jakarta.",Azarine Cicamide Barrier Sunscreen Moisturiser SPF35 PA+++ 40ml,bintang 3,xulfandrx,1/27/2024
"pengirimannya pake sicepat tapi sangat lambat hihi,udh ada d gudang tgl 23/24 baru diantar ke rmh tgl 27,sayang banget ga sesuai nama",Azarine Calming Skin Pair Serum 20ml,bintang 5,F***a,1/27/2024
paket diterima dengan keadaan baik,Azarine Calm My Acne Sunscreen Moisturiser SPF35 PA+++ 40ml,bintang 5,I***h,1/27/2024
"baru pertama pakai, semoga cocok yah min tipe kulitku berminyak tipe kulitku kombinasi",Azarine Acne Gentle Cleansing Foam,bintang 5,A***a,1/27/2024
fast respon,[GEL] Azarine Hydrashoothe Sunscreen Gel SPF45++++ 50ml,bintang 5,hendra,1/27/2024
okeeeeeeeee,[CLEARANCE SALE] Azarine CBD Ampoule Bubble Me Primer Makeup Hair Spa,bintang 5,Lydia,1/27/2024
Niceeeee,Azarine Moisturizer Advanced Youth & Serum Retinol Complex [2 PCS],bintang 5,N***a,1/27/2024
"Worth the price, 2 pcs dapat harga 60k cashback 8k🤓",Azarine Sunscreen Gel SPF45 PA++++ & Vitamin C 10% / Niacinamide 10%,bintang 5,N***a,1/27/2024
thx ya😉😊,Azarine Brightening Facial Cleanser 60 Ml,bintang 5,fransisca,1/27/2024
thx ya😉😊,Azarine Acne Gentle Cleansing Foam,bintang 5,fransisca,1/27/2024
tipe kulitku berminyak masalah kulitku pori besar,Azarine Acne Combo Kit,bintang 5,m***u,1/27/2024
"packing aman banget , semoga cocok",Azarine Barrier Moisturizer Series Pelembab Wajah Cream Gel Moist 30g,bintang 5,y***i,1/27/2024
"alhamdulillah aku cocok pakai azarine, kulit wajah ku perlahan teratasi dgn azarine, thanks azarine 👍🤗💗💗",Azarine Acne Gentle Cleansing Foam,bintang 5,s***a,1/27/2024
"Repurchased, nda bikin kusam, affordable 😄",[TWINPACK] Azarine Cicamide Barrier Sunscreen Moisturiser SPF35 PA+++,bintang 5,L***s,1/27/2024
"susah di blend, jadi alisnya numpuk ngeblock huhu",[Azarine x Red Velvet] Make It Brow-cara! [7 ml],bintang 5,A***a,1/27/2024
"Wanginya lumayan nyaman,,",Azarine Body Guard Moisturizer Sunscreen Serum 100ml,bintang 5,L***s,1/27/2024
suka wanginya,Azarine Body Guard Moisturizer Sunscreen Serum 100ml,bintang 5,Danar,1/27/2024
cocok di aku,Azarine Retinol Smooth Glowing Serum 20ml,bintang 5,d***a,1/27/2024
tipe kulitku berminyak,[GEL] Azarine Hydrashoothe Sunscreen Gel SPF45++++ 50ml,bintang 5,atsila,1/27/2024
tipe kulitku berminyak masalah kulitku jerawat,[GEL] Azarine Hydrashoothe Sunscreen Gel SPF45++++ 50ml,bintang 5,N***a,1/27/2024
"tipe kulitku berminyak masalah kulitku jerawat
ini sunscreen ter thebest untuk kulit oily acne prone bagus banget
luvv",Azarine Calm My Acne Sunscreen Moisturiser SPF35 PA+++ 40ml,bintang 5,N***a,1/27/2024
"tidak bisa berkata² lagi dehh buat moisturizer yang satu ini, mantep pollll, menenangkan banget disaat jerawat sedang meradang, aku sudah makai sampai pembelian kedua",Azarine Barrier Moisturizer Series Pelembab Wajah Cream Gel Moist 30g,bintang 5,C***a,1/27/2024
tipe kulitku kering,Azarine Barrier Moisturizer Series Pelembab Wajah Cream Gel Moist 30g,bintang 5,I***a,1/27/2024
"Tekstur lembut seperti gel, cepat menyerap dikulit dan tidak terasa lengket. Cocok untuk yang gampang kering, karena melembapkan.
Pengiriman cepat.
Packing oke
Good job, seller!
Good luck!",[GEL] Azarine Hydrashoothe Sunscreen Gel SPF45++++ 50ml,bintang 5,Loki,1/27/2024
tipe kulitku kombinasi masalah kulitku pori besar,Azarine Barrier Moisturizer Series Pelembab Wajah Cream Gel Moist 30g,bintang 5,lalapoh,1/26/2024
kedua kalinya pakai produk ini! cocok banget di kulitku yang (sepertinya) kombinasi dan acne prone hihihi,Azarine Barrier Moisturizer Series Pelembab Wajah Cream Gel Moist 30g,bintang 5,Rania,1/26/2024
"Pesan yang serum vitamin C malah dikirim retinol.
jadi sedikit kecewa",Azarine Sunscreen Gel SPF45 PA++++ & Vitamin C 10% / Niacinamide 10%,bintang 1,Suryo,1/26/2024
"sukaa, baru sekali pake sihh blum bgitu kliatan hasilnya tpi semoga cocok",Azarine Body Lotion Barrrier Glow 100ml Lotion Kulit Glowing,bintang 5,J***n,1/26/2024
tipe kulitku berminyak,Azarine Acne Gentle Cleansing Foam,bintang 5,Yuniar,1/26/2024
"barang tidak sesuai, gabisa klaim garansi karna memang ga menyiapkan video unboxing.
baru ini pesanan saya salah dan baru kali ini ngasih bintang 1 karna kecewa.
tolong lain kali lebih teliti.",[Azarine x Red Velvet] Sweet Treats Eyeshadow [5.5 gr],bintang 1,Y***a,1/26/2024
tipe kulitku kombinasi,[TWINPACK] Azarine Cicamide Barrier Sunscreen Moisturiser SPF35 PA+++,bintang 5,I***n,1/26/2024
"mantap barangnya bagus, selalu pakai moisturizer ini, murah sering dpt diskon, packing aman, pengiriman cepat, thankyouu seller!🙏👍👍",Azarine Oil Free Brightening Daily Moisturizer,bintang 5,mima,1/26/2024
tipe kulitku berminyak tipe kulitku kering masalah kulitku jerawat,[GEL] Azarine Hydrashoothe Sunscreen Gel SPF45++++ 50ml,bintang 5,Y***a,1/26/2024
"Bagus bangeeettt🫶🏻 Warnanya oke, stainnya mantul, gak bikin bibir kering. Recommend pokonya, luuuvv💗",[Azarine x Red Velvet] Tinted Lippie Cake Lip Tint 2.9ml,bintang 5,N***a,1/26/2024
Favorit sunscreen,[Twin Pack] Azarine Hydramax-C Sunscreen Serum SPF50 PA++++ 40ml,bintang 5,d***h,1/26/2024
tipe kulitku berminyak tipe kulitku kering tipe kulitku normal masalah kulitku jerawat,[TWINPACK] Azarine Cicamide Barrier Sunscreen Moisturiser SPF35 PA+++,bintang 4,i***i,1/26/2024
tipe kulitku kering tipe kulitku berminyak tipe kulitku normal masalah kulitku kerutan masalah kulitku jerawat,[TWINPACK] Azarine Calm My Acne Sunscreen Moisturiser SPF35 PA+++ 40ml,bintang 4,i***i,1/26/2024
"Oil waternya nyaman dipakai, bs menghapus waterproof make up tanpa oily bgt.
Micellar waternya nyaman, ga bikin kering",[BUNDLE] Azarine Micellar Water [2x90 ml],bintang 5,Devita,1/26/2024
tipe kulitku kering,Azarine Hydramax-C Sunscreen Serum SPF 50 PA++++ 40 ml,bintang 5,O***a,1/26/2024
tipe kulitku berminyak,Azarine Calm My Acne Sunscreen Moisturiser SPF35 PA+++ 40ml,bintang 5,Mujahidah,1/26/2024
Terima kasih harga murah barang sampai dengan selamat bubble wrap tebel dan pengiriman cepat,[Twin Pack] Azarine Hydramax-C Sunscreen Serum SPF50 PA++++ 40ml,bintang 5,M***a,1/26/2024
tipe kulitku berminyak tipe kulitku normal tipe kulitku kombinasi masalah kulitku jerawat masalah kulitku kerutan masalah kulitku pori besar tipe kulitku sensitif tipe kulitku kering,[Twin Pack] Azarine Hydramax-C Sunscreen Serum SPF50 PA++++ 40ml,bintang 5,N***a,1/26/2024
"tipe kulitku kombinasi cocok banget pake sunscreennya azarine, teksturnya ringan, ga bikin kulit kusam, no whitecast, gampang diblend, udah repurchase yg ke 3 kali. Alhamdulillah pembelian kmrn dapet diskom & cashback.
pengiriman cepat, respon seller baik, saat diterima barang dalam kondisi baik. terima kasih",[GEL] Azarine Hydrashoothe Sunscreen Gel SPF45++++ 50ml,bintang 5,M***a,1/26/2024
tipe kulitku kombinasi,[TWINPACK] Azarine Cicamide Barrier Sunscreen Moisturiser SPF35 PA+++,bintang 5,hira,1/26/2024
tipe kulitku berminyak,Azarine Sunscreen Gel SPF45 PA++++ & Vitamin C 10% / Niacinamide 10%,bintang 5,R***a,1/26/2024
belum coba semoga cocok,[Twin Pack] Azarine Hydramax-C Sunscreen Serum SPF50 PA++++ 40ml,bintang 5,Isti,1/26/2024
"Packaging pas ngirim barangnya oke, yang serumnya juga dipakein bubble wrap, jadi ga perlu khawatir si botol serumnya pecah. Oh iya, berhubung udah beberapa minggu pake si serumnya, udah mulai sedikit ada hasil. Saya ada masalah hyperpigmentation di area bibir, udah mulai memudar, cuman mungkin kudu rutin sama kayanya butuh beberapa bulan untuk betul-betul get rid of hyperpigmentationnya. Mungkin musti follow salah satu sosmednya Azarine. Syukur-syukur di website azarinenya kaya ada menu news kaya bahas, ""Apa yang lagi dikerjain sama tim RnDnya Azarine"". Ini mungkinn bakal lebih menarik perhatian calon customer ataupun loyal customernya Azarine. Produk ini ga da masalah juga di kulit saya selama pemakaian, serum sama si sunscreennya ya working well, jadi ya untuk beberapa waktu ke depan, mungkin bakal pake produk dari Azarine ini. Buat calon customer yang lain, best for research before what your type skin, and problem with your skin. Makasih Azarine.",Azarine Sunscreen Gel SPF45 PA++++ & Vitamin C 10% / Niacinamide 10%,bintang 5,Syahrul,1/26/2024
tipe kulitku berminyak,Azarine Active Bright - Brightening Day Moisturiser SPF 25++ 20gr,bintang 5,Niswah,1/26/2024
tipe kulitku kering jadi lembab pakai ini,Azarine Barrier Moisturizer Series Pelembab Wajah Cream Gel Moist 30g,bintang 5,Ni,1/26/2024
