,Review,Review_norm,review_tokens
28,packagingnya bisa diperbaiki ya untungnya barangnya aman tapi tadi tinggal selipin aja udah keambil barangnya kalau dari produknya semoga awet dan cocok ya,packagingnya bisa diperbaiki ya untungnya barangnya aman tapi tadi tinggal selipin saja sudah keambil barangnya kalau dari produknya semoga awet dan cocok ya,"['packagingnya', 'bisa', 'diperbaiki', 'ya', 'untungnya', 'barangnya', 'aman', 'tapi', 'tadi', 'tinggal', 'selipin', 'saja', 'sudah', 'keambil', 'barangnya', 'kalau', 'dari', 'produknya', 'semoga', 'awet', 'dan', 'cocok', 'ya']"
29,waotery ok,watery ok,"['watery', 'ok']"
30,ringan diaku yg kulitnya kering malah gak cuco tumbuh jerawat bergantian tp di adik aku th yg kombinasi malah cucooo aman wkt itu cekot pas masi packaging lama gak lama mereka ganti packaging harganya lumayan yahh good deal utk aku,ringan diaku yang kulitnya kering malah enggak cocok tumbuh jerawat bergantian tapi di adik aku tahu yang kombinasi malah cocok aman waktu itu cekot pas masih packaging lama enggak lama mereka ganti packaging harganya lumayan ya good deal untuk aku,"['ringan', 'diaku', 'yang', 'kulitnya', 'kering', 'malah', 'enggak', 'cocok', 'tumbuh', 'jerawat', 'bergantian', 'tapi', 'di', 'adik', 'aku', 'tahu', 'yang', 'kombinasi', 'malah', 'cocok', 'aman', 'waktu', 'itu', 'cekot', 'pas', 'masih', 'packaging', 'lama', 'enggak', 'lama', 'mereka', 'ganti', 'packaging', 'harganya', 'lumayan', 'ya', 'good', 'deal', 'untuk', 'aku']"
31,kemasan ok,kemasan ok,"['kemasan', 'ok']"
32,favorite gampang kempess emang baunya sih yg ganggu tapi worth it,favorite gampang kempes memang baunya sih yang ganggu tapi worth itu,"['favorite', 'gampang', 'kempes', 'memang', 'baunya', 'sih', 'yang', 'ganggu', 'tapi', 'worth', 'itu']"
33,kaget banget moisturizernya udah berevolusi sesuai skin type udah cocok banget sama moisturizer sebelumnya dan ini pertama kali mau coba yang versi ini semoga hasilnya bagus juga terima kasih seller,kaget banget moisturizernya sudah berevolusi sesuai skin type sudah cocok banget sama moisturizer sebelumnya dan ini pertama kali mau coba yang versi ini semoga hasilnya bagus juga terima kasih seller,"['kaget', 'banget', 'moisturizernya', 'sudah', 'berevolusi', 'sesuai', 'skin', 'type', 'sudah', 'cocok', 'banget', 'sama', 'moisturizer', 'sebelumnya', 'dan', 'ini', 'pertama', 'kali', 'mau', 'coba', 'yang', 'versi', 'ini', 'semoga', 'hasilnya', 'bagus', 'juga', 'terima', 'kasih', 'seller']"
34,mantaaaaab semoga cocok,mantap semoga cocok,"['mantap', 'semoga', 'cocok']"
35,lagi banyak bekas jerawat semoga cocokkk,lagi banyak bekas jerawat semoga cocok,"['lagi', 'banyak', 'bekas', 'jerawat', 'semoga', 'cocok']"
36,luv,love,['love']
37,baju barunya cantik banget keliatan mewah jadinya kualitas produknya juga gausa diragukan lagi bagus banget semenjak pake moist dari skin game kulitku jadi better ini repurchase kedua aku dan keknya bakal repurchase terus  packagingnya juga aman banget pake bubble wrap kardus thanks seller,baju barunya cantik banget kelihatan mewah jadinya kualitas produknya juga enggak usah diragukan lagi bagus banget semenjak pakai moist dari skin game kulitku jadi better ini repurchase kedua aku dan kayaknya bakal repurchase terus  packagingnya juga aman banget pakai bubble wrap kardus thanks seller,"['baju', 'barunya', 'cantik', 'banget', 'kelihatan', 'mewah', 'jadinya', 'kualitas', 'produknya', 'juga', 'enggak', 'usah', 'diragukan', 'lagi', 'bagus', 'banget', 'semenjak', 'pakai', 'moist', 'dari', 'skin', 'game', 'kulitku', 'jadi', 'better', 'ini', 'repurchase', 'kedua', 'aku', 'dan', 'kayaknya', 'bakal', 'repurchase', 'terus', 'packagingnya', 'juga', 'aman', 'banget', 'pakai', 'bubble', 'wrap', 'kardus', 'thanks', 'seller']"
38,baru semingguan coba dan ternyata enak banget bikin kulit muka jadi lumayan moist kebetulan tipe kulitku kombinasi tapi lagi lumayan kering di sekitar dahi dan pipi jadi skingame ini ngebantu banget buat nenangin kulit yang lagi kerontang banget efek lainnya belum keliatan tapi bikin jerawat jadi cepet mateng juga recommended krn bahannya ga macem jadi cocok buat yang lagi butuh moisturizer dan perbaikin skin barrier,baru semingguan coba dan ternyata enak banget bikin kulit muka jadi lumayan moist kebetulan tipe kulitku kombinasi tapi lagi lumayan kering di sekitar dahi dan pipi jadi skingame ini membantu banget buat nenangin kulit yang lagi kerontang banget efek lainnya belum kelihatan tapi bikin jerawat jadi cepat mateng juga recommended karena bahannya enggak macam jadi cocok buat yang lagi butuh moisturizer dan memperbaiki skin barrier,"['baru', 'semingguan', 'coba', 'dan', 'ternyata', 'enak', 'banget', 'bikin', 'kulit', 'muka', 'jadi', 'lumayan', 'moist', 'kebetulan', 'tipe', 'kulitku', 'kombinasi', 'tapi', 'lagi', 'lumayan', 'kering', 'di', 'sekitar', 'dahi', 'dan', 'pipi', 'jadi', 'skingame', 'ini', 'membantu', 'banget', 'buat', 'nenangin', 'kulit', 'yang', 'lagi', 'kerontang', 'banget', 'efek', 'lainnya', 'belum', 'kelihatan', 'tapi', 'bikin', 'jerawat', 'jadi', 'cepat', 'mateng', 'juga', 'recommended', 'karena', 'bahannya', 'enggak', 'macam', 'jadi', 'cocok', 'buat', 'yang', 'lagi', 'butuh', 'moisturizer', 'dan', 'memperbaiki', 'skin', 'barrier']"
39,mari kita coba pelayanannya oke,mari kita coba pelayanannya oke,"['mari', 'kita', 'coba', 'pelayanannya', 'oke']"
40,barang aman bubble wrap tebal kualitas terjaga semoga reformulasi ini lebih oke daripada formula sebelumnya,barang aman bubble wrap tebal kualitas terjaga semoga reformulasi ini lebih oke daripada formula sebelumnya,"['barang', 'aman', 'bubble', 'wrap', 'tebal', 'kualitas', 'terjaga', 'semoga', 'reformulasi', 'ini', 'lebih', 'oke', 'daripada', 'formula', 'sebelumnya']"
41,mnatap walau agak berbeda dari versi sebelumnya semoga cocok,mantap walau agak berbeda dari versi sebelumnya semoga cocok,"['mantap', 'walau', 'agak', 'berbeda', 'dari', 'versi', 'sebelumnya', 'semoga', 'cocok']"
42,safely arrived semoga cocok,safely arrived semoga cocok,"['safely', 'arrived', 'semoga', 'cocok']"
43,ringan dan mudah menyerapp,ringan dan mudah menyerap,"['ringan', 'dan', 'mudah', 'menyerap']"
44,skintype oily acne prone pake ini sesuai ringan bagus,skintype oily acne prone pakai ini sesuai ringan bagus,"['skintype', 'oily', 'acne', 'prone', 'pakai', 'ini', 'sesuai', 'ringan', 'bagus']"
45,gais aku preloved punyaku klo ada yg mau aku jual murah aja kondisi masih msih ada box dijual karna ngrsa ga cocok,gais aku preloved punyaku kalo ada yang mau aku jual murah saja kondisi masih masih ada box dijual karena merasa enggak cocok,"['gais', 'aku', 'preloved', 'punyaku', 'kalo', 'ada', 'yang', 'mau', 'aku', 'jual', 'murah', 'saja', 'kondisi', 'masih', 'masih', 'ada', 'box', 'dijual', 'karena', 'merasa', 'enggak', 'cocok']"
46,moisturizer brand apapun yg aku coba pasti bakal balik kesini and she  back with  new packaging thank you skin game for being my most holy grail moisturizer  might try the cream one too soon,moisturizer brand apapun yang aku coba pasti bakal balik kesini and she  back with  new packaging thank you skin game for being my most holy grail moisturizer  might try the cream one too soon,"['moisturizer', 'brand', 'apapun', 'yang', 'aku', 'coba', 'pasti', 'bakal', 'balik', 'kesini', 'and', 'she', 'back', 'with', 'new', 'packaging', 'thank', 'you', 'skin', 'game', 'for', 'being', 'my', 'most', 'holy', 'grail', 'moisturizer', 'might', 'try', 'the', 'cream', 'one', 'too', 'soon']"
47,sejauh ini make dari skingame ada sampe sekarang cocok aku tipe kulit yg sensitif banget ada pie jg pake ini nyaman dipake gk ada efek samping,sejauh ini memakai dari skingame ada sampai sekarang cocok aku tipe kulit yang sensitif banget ada pie juga pakai ini nyaman dipakai enggak ada efek samping,"['sejauh', 'ini', 'memakai', 'dari', 'skingame', 'ada', 'sampai', 'sekarang', 'cocok', 'aku', 'tipe', 'kulit', 'yang', 'sensitif', 'banget', 'ada', 'pie', 'juga', 'pakai', 'ini', 'nyaman', 'dipakai', 'enggak', 'ada', 'efek', 'samping']"
48,belum dicoba semoga cocok tp tmn aku uda pake ini dan tipe kulit kita hampir sama semoga cocok juga,belum dicoba semoga cocok tapi teman aku sudah pakai ini dan tipe kulit kita hampir sama semoga cocok juga,"['belum', 'dicoba', 'semoga', 'cocok', 'tapi', 'teman', 'aku', 'sudah', 'pakai', 'ini', 'dan', 'tipe', 'kulit', 'kita', 'hampir', 'sama', 'semoga', 'cocok', 'juga']"
49,baguss banget packingnyaa feels secured danaman banget the product itself is pretty bulky tapi ga gampang bocorr jd gaperlu khawatirr aku baru coba bbrp harii so  couldnt rlly tell  if it works or nott but overall  rlly like their products,bagus banget packingnya feels secured danaman banget the product itself is pretty bulky tapi enggak gampang bocor jadi gaperlu khawatir aku baru coba beberapa hari so  couldnt rlly tell  if itu works orang nott but overall  rlly like their products,"['bagus', 'banget', 'packingnya', 'feels', 'secured', 'danaman', 'banget', 'the', 'product', 'itself', 'is', 'pretty', 'bulky', 'tapi', 'enggak', 'gampang', 'bocor', 'jadi', 'gaperlu', 'khawatir', 'aku', 'baru', 'coba', 'beberapa', 'hari', 'so', 'couldnt', 'rlly', 'tell', 'if', 'itu', 'works', 'orang', 'nott', 'but', 'overall', 'rlly', 'like', 'their', 'products']"
50,jujur agak panik pas liat dusnya penyok tapi ternyata isinya aman meskipun pas buka dus kemasan tutup botol moist nya agak kurang rapet untung isinya masih aman gak luber kemana mana,jujur agak panik pas lihat dusnya penyok tapi ternyata isinya aman meskipun pas buka dus kemasan tutup botol moist nya agak kurang rapet untung isinya masih aman enggak luber kemana mana,"['jujur', 'agak', 'panik', 'pas', 'lihat', 'dusnya', 'penyok', 'tapi', 'ternyata', 'isinya', 'aman', 'meskipun', 'pas', 'buka', 'dus', 'kemasan', 'tutup', 'botol', 'moist', 'nya', 'agak', 'kurang', 'rapet', 'untung', 'isinya', 'masih', 'aman', 'enggak', 'luber', 'kemana', 'mana']"
51,jujur agak panik pas liat dusnya penyok tapi ternyata isinya aman meskipun pas buka dus kemasan tutup botol moist nya agak kurang rapet untung isinya masih aman gak luber kemana mana baru sekali pake produk yang ini oke banget pas dipake ke kulit cocok suka sama packing barunya,jujur agak panik pas lihat dusnya penyok tapi ternyata isinya aman meskipun pas buka dus kemasan tutup botol moist nya agak kurang rapet untung isinya masih aman enggak luber kemana mana baru sekali pakai produk yang ini oke banget pas dipakai ke kulit cocok suka sama packing barunya,"['jujur', 'agak', 'panik', 'pas', 'lihat', 'dusnya', 'penyok', 'tapi', 'ternyata', 'isinya', 'aman', 'meskipun', 'pas', 'buka', 'dus', 'kemasan', 'tutup', 'botol', 'moist', 'nya', 'agak', 'kurang', 'rapet', 'untung', 'isinya', 'masih', 'aman', 'enggak', 'luber', 'kemana', 'mana', 'baru', 'sekali', 'pakai', 'produk', 'yang', 'ini', 'oke', 'banget', 'pas', 'dipakai', 'ke', 'kulit', 'cocok', 'suka', 'sama', 'packing', 'barunya']"
52,cocok di kulit berminyak kemasannya lucu,cocok di kulit berminyak kemasannya lucu,"['cocok', 'di', 'kulit', 'berminyak', 'kemasannya', 'lucu']"
53,bahannya ringan cepet meresap terus packaging nya ok banget,bahannya ringan cepat meresap terus packaging nya ok banget,"['bahannya', 'ringan', 'cepat', 'meresap', 'terus', 'packaging', 'nya', 'ok', 'banget']"
54,terima kasih banyak paket sudah sampai dengan selamat,terima kasih banyak paket sudah sampai dengan selamat,"['terima', 'kasih', 'banyak', 'paket', 'sudah', 'sampai', 'dengan', 'selamat']"
55,barang bagus sesuai packing mantap terima kasih,barang bagus sesuai packing mantap terima kasih,"['barang', 'bagus', 'sesuai', 'packing', 'mantap', 'terima', 'kasih']"
56,gausah ditanya lagi emang sebagus itu lembab dan bisa bantu pulih skin barier sejauh ini moisturizer yg gak akan ganti lagi,enggak usah ditanya lagi memang sebagus itu lembab dan bisa bantu pulih skin barier sejauh ini moisturizer yang enggak akan ganti lagi,"['enggak', 'usah', 'ditanya', 'lagi', 'memang', 'sebagus', 'itu', 'lembab', 'dan', 'bisa', 'bantu', 'pulih', 'skin', 'barier', 'sejauh', 'ini', 'moisturizer', 'yang', 'enggak', 'akan', 'ganti', 'lagi']"
57,produk sangat bangus langsung menyerap dan membuat lembab,produk sangat bangus langsung menyerap dan membuat lembab,"['produk', 'sangat', 'bangus', 'langsung', 'menyerap', 'dan', 'membuat', 'lembab']"
58,udah repurchase berkali produk simple dan efektif packaging jg simple dan aman,sudah repurchase berkali produk simple dan efektif packaging juga simple dan aman,"['sudah', 'repurchase', 'berkali', 'produk', 'simple', 'dan', 'efektif', 'packaging', 'juga', 'simple', 'dan', 'aman']"
59,cocok di kulit saya tekstur ringan dan sangat cepat menyerap di kulit super recommended,cocok di kulit saya tekstur ringan dan sangat cepat menyerap di kulit super recommended,"['cocok', 'di', 'kulit', 'saya', 'tekstur', 'ringan', 'dan', 'sangat', 'cepat', 'menyerap', 'di', 'kulit', 'super', 'recommended']"
60,baru pertama kali beli skin game mudah mudahan cocok,baru pertama kali beli skin game mudah mudahan cocok,"['baru', 'pertama', 'kali', 'beli', 'skin', 'game', 'mudah', 'mudahan', 'cocok']"
61,akhirnyaaa menemukan moisturizer yg cocokkk moistnya ringan dan cepet menyerap aku udah make tube tube bisa dipake bulan lebih tergantung pemakaiannya,akhirnya menemukan moisturizer yang cocok moistnya ringan dan cepat menyerap aku sudah memakai tube tube bisa dipakai bulan lebih tergantung pemakaiannya,"['akhirnya', 'menemukan', 'moisturizer', 'yang', 'cocok', 'moistnya', 'ringan', 'dan', 'cepat', 'menyerap', 'aku', 'sudah', 'memakai', 'tube', 'tube', 'bisa', 'dipakai', 'bulan', 'lebih', 'tergantung', 'pemakaiannya']"
62,baguss semoga cocok,bagus semoga cocok,"['bagus', 'semoga', 'cocok']"
63,baru mau dicoba semoga cocok,baru mau dicoba semoga cocok,"['baru', 'mau', 'dicoba', 'semoga', 'cocok']"
64,produk ori dan aman kakak adminnya juga ramah banget bakal repurchase lagiii deh kayaknya,produk orisinal dan aman kakak adminnya juga ramah banget bakal repurchase lagi deh kayaknya,"['produk', 'orisinal', 'dan', 'aman', 'kakak', 'adminnya', 'juga', 'ramah', 'banget', 'bakal', 'repurchase', 'lagi', 'deh', 'kayaknya']"
65,pengiriman dan pengemasan cepat bgt aman produk sesuai udh pernah coba dan lumayan bikin jerawat cpt mateng thankyou,pengiriman dan pengemasan cepat banget aman produk sesuai sudah pernah coba dan lumayan bikin jerawat cepat mateng thankyou,"['pengiriman', 'dan', 'pengemasan', 'cepat', 'banget', 'aman', 'produk', 'sesuai', 'sudah', 'pernah', 'coba', 'dan', 'lumayan', 'bikin', 'jerawat', 'cepat', 'mateng', 'thankyou']"
66,baunya agak aneh apek dan bau besi seperti dr tempatnya saya pernah pakai sabun lain yg tanpa bau tp ga pernah spt ini jd kurang nyaman pakainya dan sampai skrg masih ada,baunya agak aneh apek dan bau besi seperti dari tempatnya saya pernah pakai sabun lain yang tanpa bau tapi enggak pernah seperti ini jadi kurang nyaman pakainya dan sampai sekarang masih ada,"['baunya', 'agak', 'aneh', 'apek', 'dan', 'bau', 'besi', 'seperti', 'dari', 'tempatnya', 'saya', 'pernah', 'pakai', 'sabun', 'lain', 'yang', 'tanpa', 'bau', 'tapi', 'enggak', 'pernah', 'seperti', 'ini', 'jadi', 'kurang', 'nyaman', 'pakainya', 'dan', 'sampai', 'sekarang', 'masih', 'ada']"
67,dari dulu selalu jadi langganan untuk solusi kalau lagi jerawatan bulan ini kebetulan lagi breakout dan tidak pikir lama langsung checkout kembali ini holy grail  love you kembali serebu,dari dulu selalu jadi langganan untuk solusi kalau lagi jerawatan bulan ini kebetulan lagi breakout dan tidak pikir lama langsung checkout kembali ini holy grail  love you kembali serebu,"['dari', 'dulu', 'selalu', 'jadi', 'langganan', 'untuk', 'solusi', 'kalau', 'lagi', 'jerawatan', 'bulan', 'ini', 'kebetulan', 'lagi', 'breakout', 'dan', 'tidak', 'pikir', 'lama', 'langsung', 'checkout', 'kembali', 'ini', 'holy', 'grail', 'love', 'you', 'kembali', 'serebu']"
68,barang sampai dgn selamat packagingnya jg aman semoga cocok,barang sampai dengan selamat packagingnya juga aman semoga cocok,"['barang', 'sampai', 'dengan', 'selamat', 'packagingnya', 'juga', 'aman', 'semoga', 'cocok']"
69,warna nya kuning entah karena apa,warna nya kuning entah karena apa,"['warna', 'nya', 'kuning', 'entah', 'karena', 'apa']"
70,baru pertama kali coba semoga cocok thank you seller,baru pertama kali coba semoga cocok thank you seller,"['baru', 'pertama', 'kali', 'coba', 'semoga', 'cocok', 'thank', 'you', 'seller']"
71,barang sampai dgn selamat,barang sampai dengan selamat,"['barang', 'sampai', 'dengan', 'selamat']"
72,packing rapi dan aman barang sesuai pesenan,packing rapi dan aman barang sesuai pesanan,"['packing', 'rapi', 'dan', 'aman', 'barang', 'sesuai', 'pesanan']"
73,this moisturizer is seriously  game changer  love how one bottle could last me months,this moisturizer is seriously  game changer  love how one bottle could last me months,"['this', 'moisturizer', 'is', 'seriously', 'game', 'changer', 'love', 'how', 'one', 'bottle', 'could', 'last', 'me', 'months']"
74,baeu nyoba pertama kali smoga bisa cocok krn reviewnya bagus,baru mencoba pertama kali semoga bisa cocok karena reviewnya bagus,"['baru', 'mencoba', 'pertama', 'kali', 'semoga', 'bisa', 'cocok', 'karena', 'reviewnya', 'bagus']"
75,ringan bgt waktu di apply cocok buat kulit berminyak moist parahh,ringan banget waktu di apply cocok buat kulit berminyak moist parah,"['ringan', 'banget', 'waktu', 'di', 'apply', 'cocok', 'buat', 'kulit', 'berminyak', 'moist', 'parah']"
76,botol keduaaa aslii butuh bulan untuk habisin botol pertama cocok bgt di kulit oilyy mudah meresap dan menurutku mudah meredakan jerawat juga sii packaging aman dan rapiiih bangett luuvvv,botol kedua asli butuh bulan untuk habisin botol pertama cocok banget di kulit oily mudah meresap dan menurutku mudah meredakan jerawat juga sih packaging aman dan rapi banget love,"['botol', 'kedua', 'asli', 'butuh', 'bulan', 'untuk', 'habisin', 'botol', 'pertama', 'cocok', 'banget', 'di', 'kulit', 'oily', 'mudah', 'meresap', 'dan', 'menurutku', 'mudah', 'meredakan', 'jerawat', 'juga', 'sih', 'packaging', 'aman', 'dan', 'rapi', 'banget', 'love']"
77,bagusss delivery lumayan lama,bagus delivery lumayan lama,"['bagus', 'delivery', 'lumayan', 'lama']"
78,lagi nyoba nih pertama kali udah make harian wow aku suka banget teksturnyaa oilyskin friendly banget luvvv nanti kalo udah abis aku mau beli yang gede,lagi mencoba nih pertama kali sudah memakai harian wow aku suka banget teksturnyaa oilyskin friendly banget love nanti kalo sudah habis aku mau beli yang gede,"['lagi', 'mencoba', 'nih', 'pertama', 'kali', 'sudah', 'memakai', 'harian', 'wow', 'aku', 'suka', 'banget', 'teksturnyaa', 'oilyskin', 'friendly', 'banget', 'love', 'nanti', 'kalo', 'sudah', 'habis', 'aku', 'mau', 'beli', 'yang', 'gede']"
79,product bagus harga promo dapet cashback,product bagus harga promo dapat cashback,"['product', 'bagus', 'harga', 'promo', 'dapat', 'cashback']"
80,pengemasannya cepat dan aman baru nyobain moisturizernya dan so far aman mungkin bakal repurchase lagi nanti thank you,pengemasannya cepat dan aman baru mencoba moisturizernya dan so far aman mungkin bakal repurchase lagi nanti thank you,"['pengemasannya', 'cepat', 'dan', 'aman', 'baru', 'mencoba', 'moisturizernya', 'dan', 'so', 'far', 'aman', 'mungkin', 'bakal', 'repurchase', 'lagi', 'nanti', 'thank', 'you']"
81,thanks mau dicoba dulu produknya,thanks mau dicoba dulu produknya,"['thanks', 'mau', 'dicoba', 'dulu', 'produknya']"
82,pumpnya jelek sekali pas dipakai malah muncrat uda habis botol tp belum ada perubahan untuk kulit jerawat sedang,pumpnya jelek sekali pas dipakai malah muncrat sudah habis botol tapi belum ada perubahan untuk kulit jerawat sedang,"['pumpnya', 'jelek', 'sekali', 'pas', 'dipakai', 'malah', 'muncrat', 'sudah', 'habis', 'botol', 'tapi', 'belum', 'ada', 'perubahan', 'untuk', 'kulit', 'jerawat', 'sedang']"
83,seperti megecil,seperti mengecil,"['seperti', 'mengecil']"
84,baunya mild tekstur gel mudah meresap exp nya masih,baunya mild tekstur gel mudah meresap exp nya masih,"['baunya', 'mild', 'tekstur', 'gel', 'mudah', 'meresap', 'exp', 'nya', 'masih']"
85,love banget sama pelayanannya,love banget sama pelayanannya,"['love', 'banget', 'sama', 'pelayanannya']"
86,expired,expired,['expired']
87,packaging bagus beda dari moisturizer kebanyakan teksturnya gel kental pas dioles ada sensasi dinginnya dan cepat meresap cukup kali pump bisa untuk pemakaian seluruh wajah kayaknya bakalan irit banget ini pemakaiannya semoga cocok di kulit wajah aku ya,packaging bagus beda dari moisturizer kebanyakan teksturnya gel kental pas dioles ada sensasi dinginnya dan cepat meresap cukup kali pump bisa untuk pemakaian seluruh wajah kayaknya bakalan irit banget ini pemakaiannya semoga cocok di kulit wajah aku ya,"['packaging', 'bagus', 'beda', 'dari', 'moisturizer', 'kebanyakan', 'teksturnya', 'gel', 'kental', 'pas', 'dioles', 'ada', 'sensasi', 'dinginnya', 'dan', 'cepat', 'meresap', 'cukup', 'kali', 'pump', 'bisa', 'untuk', 'pemakaian', 'seluruh', 'wajah', 'kayaknya', 'bakalan', 'irit', 'banget', 'ini', 'pemakaiannya', 'semoga', 'cocok', 'di', 'kulit', 'wajah', 'aku', 'ya']"
88,belum dicoba semoga cocok pengiriman cepat packing aman trmaksih,belum dicoba semoga cocok pengiriman cepat packing aman terima kasih,"['belum', 'dicoba', 'semoga', 'cocok', 'pengiriman', 'cepat', 'packing', 'aman', 'terima', 'kasih']"
89,repurchase kedua kali,repurchase kedua kali,"['repurchase', 'kedua', 'kali']"
90,moisturizer favorit,moisturizer favorit,"['moisturizer', 'favorit']"
91,ringan dan melembabkan bener bener ga salah buat coba,ringan dan melembabkan benar benar enggak salah buat coba,"['ringan', 'dan', 'melembabkan', 'benar', 'benar', 'enggak', 'salah', 'buat', 'coba']"
92,first impression botolnya cantik amat woy plisss buat produknya sebenernya ga bisa di ulas sih ya karena baru pakai tapi moisturizernya cepet meresap dan yaa gimana moisturizer pada umumnya melembabkan,first impression botolnya cantik amat woy plis buat produknya sebenarnya enggak bisa di ulas sih ya karena baru pakai tapi moisturizernya cepat meresap dan ya bagaimana moisturizer pada umumnya melembabkan,"['first', 'impression', 'botolnya', 'cantik', 'amat', 'woy', 'plis', 'buat', 'produknya', 'sebenarnya', 'enggak', 'bisa', 'di', 'ulas', 'sih', 'ya', 'karena', 'baru', 'pakai', 'tapi', 'moisturizernya', 'cepat', 'meresap', 'dan', 'ya', 'bagaimana', 'moisturizer', 'pada', 'umumnya', 'melembabkan']"
93,teksturnya ringan mudah merasap baru pertama kali coba semoga cocok di kulit aku packingnya aman bgt dikasih box trus pake bubble wrap,teksturnya ringan mudah merasap baru pertama kali coba semoga cocok di kulit aku packingnya aman banget dikasih box terus pakai bubble wrap,"['teksturnya', 'ringan', 'mudah', 'merasap', 'baru', 'pertama', 'kali', 'coba', 'semoga', 'cocok', 'di', 'kulit', 'aku', 'packingnya', 'aman', 'banget', 'dikasih', 'box', 'terus', 'pakai', 'bubble', 'wrap']"
94,baru mau coba tipe kulit kering sensitive semoga cocok,baru mau coba tipe kulit kering sensitive semoga cocok,"['baru', 'mau', 'coba', 'tipe', 'kulit', 'kering', 'sensitive', 'semoga', 'cocok']"
95,tipe kulitku oily ini oke banget di kulit kelembaban nya oke buat seharian dan teksturnya ringan banget cepat meresap udah gitu isinya banyak,tipe kulitku oily ini oke banget di kulit kelembaban nya oke buat seharian dan teksturnya ringan banget cepat meresap sudah begitu isinya banyak,"['tipe', 'kulitku', 'oily', 'ini', 'oke', 'banget', 'di', 'kulit', 'kelembaban', 'nya', 'oke', 'buat', 'seharian', 'dan', 'teksturnya', 'ringan', 'banget', 'cepat', 'meresap', 'sudah', 'begitu', 'isinya', 'banyak']"
96,ini tube kedua aku dan aku cocok banget sama produknya ringan enak banget dipakenya dan ngelembabin kulit aku tipe oily dan ini cukup dipake malem aja sampe siangnya masih ngelembabin banget,ini tube kedua aku dan aku cocok banget sama produknya ringan enak banget dipakai dan ngelembabin kulit aku tipe oily dan ini cukup dipakai malam saja sampai siangnya masih ngelembabin banget,"['ini', 'tube', 'kedua', 'aku', 'dan', 'aku', 'cocok', 'banget', 'sama', 'produknya', 'ringan', 'enak', 'banget', 'dipakai', 'dan', 'ngelembabin', 'kulit', 'aku', 'tipe', 'oily', 'dan', 'ini', 'cukup', 'dipakai', 'malam', 'saja', 'sampai', 'siangnya', 'masih', 'ngelembabin', 'banget']"
97,enak bagus tp sayang mahal,enak bagus tapi sayang mahal,"['enak', 'bagus', 'tapi', 'sayang', 'mahal']"
98,cocokan aja klo produknya soal pelayanan pengiriman kemasan semua okay,cocokan saja kalo produknya soal pelayanan pengiriman kemasan semua okay,"['cocokan', 'saja', 'kalo', 'produknya', 'soal', 'pelayanan', 'pengiriman', 'kemasan', 'semua', 'okay']"
99,bahan ringan dan mudah menyerap di kukit,bahan ringan dan mudah menyerap di kukit,"['bahan', 'ringan', 'dan', 'mudah', 'menyerap', 'di', 'kukit']"
100,ukuran lebi kecil tp awet ajaaa,ukuran lebih kecil tapi awet saja,"['ukuran', 'lebih', 'kecil', 'tapi', 'awet', 'saja']"
101,aku belum pernah coba tp suka pengirimannya cepetttt,aku belum pernah coba tapi suka pengirimannya cepat,"['aku', 'belum', 'pernah', 'coba', 'tapi', 'suka', 'pengirimannya', 'cepat']"
102,botol kedua cocok buat di kulit jerawat dan berminyak ringan cepet meresap ml awet bgt bs bulanan thanks seller,botol kedua cocok buat di kulit jerawat dan berminyak ringan cepat meresap ml awet banget bisa bulanan thanks seller,"['botol', 'kedua', 'cocok', 'buat', 'di', 'kulit', 'jerawat', 'dan', 'berminyak', 'ringan', 'cepat', 'meresap', 'ml', 'awet', 'banget', 'bisa', 'bulanan', 'thanks', 'seller']"
103,fast delivery dan sesuai barangnya akan update terkait kecocokannya,fast delivery dan sesuai barangnya akan update terkait kecocokannya,"['fast', 'delivery', 'dan', 'sesuai', 'barangnya', 'akan', 'update', 'terkait', 'kecocokannya']"
104,suka bgt sama formula nya yg gampang ngeresap kekulit dan ringan bgt pokoknya luv bgt,suka banget sama formula nya yang gampang ngeresap kekulit dan ringan banget pokoknya love banget,"['suka', 'banget', 'sama', 'formula', 'nya', 'yang', 'gampang', 'ngeresap', 'kekulit', 'dan', 'ringan', 'banget', 'pokoknya', 'love', 'banget']"
105,produk sesuai deskripsi proses cepat  dikemas sangat aman top deh makasih  sukses selalu,produk sesuai deskripsi proses cepat  dikemas sangat aman top deh terima kasih  sukses selalu,"['produk', 'sesuai', 'deskripsi', 'proses', 'cepat', 'dikemas', 'sangat', 'aman', 'top', 'deh', 'terima', 'kasih', 'sukses', 'selalu']"
106,beralih kesini ringan dan cocok buat kulit yg rada sensitif kyak gw,beralih kesini ringan dan cocok buat kulit yang rada sensitif kayak gue,"['beralih', 'kesini', 'ringan', 'dan', 'cocok', 'buat', 'kulit', 'yang', 'rada', 'sensitif', 'kayak', 'gue']"
107,terima kasih,terima kasih,"['terima', 'kasih']"
108,cocok di kulit berminyak kerasa melembapkan tapi tidak berat di wajah,cocok di kulit berminyak kerasa melembapkan tapi tidak berat di wajah,"['cocok', 'di', 'kulit', 'berminyak', 'kerasa', 'melembapkan', 'tapi', 'tidak', 'berat', 'di', 'wajah']"
